SRR33750937.876__1.866	UniRef90_A0A1Q7B3L9|1__5|SGB56640
SRR33750937.18425513__2.18231737	UniClust90_FOJGPGMP00970|2__9|SGB133334
SRR33750937.18425902__2.18232124	UniRef90_A0A1Q7BG25|1__8|SGB56640
SRR33750937.18426772__2.18232985	VDB|0019-0001-0-0000|MV367-c172-c0-c0
SRR33750937.18427386__2.18233598	UniClust90_EJAHAFID01095|1__8|SGB130007
SRR33750937.18427541__2.18233752	UniClust90_MOPOFHCP03225|1__7|SGB89408
SRR33750937.18427566__2.18233777	UniClust90_LLIEHLNH01494|1__6|SGB130007
SRR33750937.18427998__2.18234207	UniClust90_NJNOLCPJ01552|1__6|SGB69553
SRR33750937.18429659__2.18235852	UniClust90_MKPDLIIB01862|1__6|SGB131913
SRR33750937.18430323__2.18236507	UniClust90_EDNFDLAG00014|1__6|SGB84078
SRR33750937.18430473__2.18236656	UniRef90_UPI0006880F4F|1__9|SGB31987
SRR33750937.18431835__2.18238006	UniRef90_A0A317K0I5|1__6|SGB23743
SRR33750937.18432217__2.18238383	UniClust90_JMFJJCJA02520|1__5|SGB130007
SRR33750937.18432370__2.18238536	UniClust90_PKNCJFOJ03756|1__5|SGB56640
SRR33750937.18432848__2.18239013	UniClust90_GBLMBOPO02263|7__12|SGB133090
SRR33750937.18433217__2.18239376	UniClust90_BOKHIPMC04272|1__7|SGB130007
SRR33750937.18433305__2.18239464	UniClust90_PFELKCFB02316|1__13|SGB89410
SRR33750937.18435573__2.18241707	UniClust90_ENCMJEIO04430|6__20|SGB87004
SRR33750937.18435627__2.18241761	UniClust90_JMFJJCJA02353|1__8|SGB130007
SRR33750937.18435531__2.18241666	UniClust90_FILJKMJP00539|3__10|SGB55930
SRR33750937.18435525__2.18241660	UniClust90_LLIEHLNH02861|1__7|SGB130007
SRR33750937.18437005__2.18243121	UniClust90_KMEALJDO01893|2__6|SGB84078
SRR33750937.18437081__2.18243196	VDB|0019-0001-0-0000|MV367-c172-c0-c0
SRR33750937.18437468__2.18243579	UniClust90_JMFJJCJA02522|1__6|SGB130007
SRR33750937.18438491__2.18244591	UniClust90_CHMIEHDJ02211|1__6|SGB56640
SRR33750937.18438639__2.18244739	UniClust90_FNPCGKEP00624|1__10|SGB84078
SRR33750937.18440326__2.18246408	UniClust90_BOAKGFPK05114|1__19|SGB130909
SRR33750937.18440667__2.18246747	UniRef90_A0A2V8L2A3|1__6|SGB17587
SRR33750937.18441731__2.18247791	UniRef90_A0A1Q7B5A3|1__5|SGB56640
SRR33750937.18442600__2.18248652	UniRef90_UPI00047FE665|1__11|SGB31990
SRR33750937.18443441__2.18249476	UniClust90_DPLIHBNC00377|1__16|SGB89725
SRR33750937.18443514__2.18249548	UniRef90_A0A2V8GZD2|1__6|SGB17587
SRR33750937.18444909__2.18250931	UniClust90_NHHHKJJE03336|1__11|SGB125949
SRR33750937.18445806__2.18251814	UniClust90_CMJBJMEA00794|1__15|SGB133129
SRR33750937.18446602__2.18252598	UniClust90_OALLKAFI06503|1__7|SGB84078
SRR33750937.18448606__2.18254588	UniClust90_OALLKAFI04015|1__5|SGB84078
SRR33750937.18449041__2.18255019	UniRef90_A0A2V8Y4A6|1__18|SGB22110
SRR33750937.18450948__2.18256907	UniClust90_CMHDMJOM03877|1__8|SGB56640
SRR33750937.18451915__2.18257867	UniClust90_HOMJAIDI01394|1__3|SGB89423
SRR33750937.18452891__2.18258833	UniClust90_EJAHAFID00030|1__5|SGB130007
SRR33750937.18453192__2.18259127	UniClust90_HGFGGOBL01562|1__7|SGB84331
SRR33750937.18453433__2.18259368	UniClust90_EJAHAFID02026|1__8|SGB130007
SRR33750937.18454628__2.18260558	UniRef90_A0A0U1NWL8|1__13|SGB7574
SRR33750937.18454688__2.18260618	UniRef90_A0A2V5MBH6|1__8|SGB52719
SRR33750937.18455105__2.18261033	UniClust90_ENCMJEIO05608|1__19|SGB87004
SRR33750937.18455020__2.18260948	UniClust90_EBKBLHBP00075|1__9|SGB133090
SRR33750937.18456590__2.18262511	UniClust90_ENCMJEIO05608|1__19|SGB87004
SRR33750937.18457182__2.18263093	UniClust90_DIBLBONP00756|1__7|SGB84078
SRR33750937.18457082__2.18262995	UniRef90_A0A2V6J5B9|1__4|SGB52717
SRR33750937.18457359__2.18263269	UniClust90_PFBNAPOO00993|2__6|SGB89423
SRR33750937.18457014__2.18262928	UniClust90_DPJLILCC00732|1__9|SGB89725
SRR33750937.18457707__2.18263614	UniClust90_LLIEHLNH00803|1__7|SGB130007
SRR33750937.18457753__2.18263660	UniClust90_IDPAEINK00796|1__6|SGB89725
SRR33750937.18458603__2.18264503	UniClust90_HGJNCPHJ05247|1__9|SGB125949
SRR33750937.18461523__2.18267404	UniClust90_FNPCGKEP04026|1__4|SGB84078
SRR33750937.18462259__2.18268132	UniClust90_AHIOBOCM01356|1__5|SGB56638
SRR33750937.18462779__2.18268648	UniClust90_CHMIEHDJ04510|1__7|SGB56640
SRR33750937.18464912__2.18270763	UniClust90_EDNFDLAG00889|1__6|SGB84078
SRR33750937.18465809__2.18271654	UniClust90_KIMNEABG01104|1__5|SGB131913
SRR33750937.18465949__2.18271793	UniRef90_A0A2V8JM89|1__5|SGB17587
SRR33750937.18465969__2.18271813	UniClust90_OCJAPFEA02361|1__9|SGB125949
SRR33750937.18466151__2.18271994	UniClust90_EJAHAFID01041|7__11|SGB130007
SRR33750937.18466578__2.18272414	UniClust90_EDNFDLAG02784|1__7|SGB84078
SRR33750937.18467166__2.18272992	UniClust90_LLHLEBOE01853|1__9|SGB89423
SRR33750937.18468197__2.18274015	UniRef90_A0A1Q7BTM4|1__15|SGB56640
SRR33750937.18469124__2.18274933	UniRef90_A0A2V8KXH7|1__8|SGB17587
SRR33750937.18469806__2.18275613	UniClust90_CHLBPEBB00072|1__8|SGB89725
SRR33750937.18470211__2.18276011	UniClust90_CGGGHEAL00279|1__11|SGB111216
SRR33750937.18470306__2.18276105	UniClust90_IDPAEINK02213|7__13|SGB89725
SRR33750937.18473508__2.18279278	UniClust90_LACEKAON02584|1__13|SGB129874
SRR33750937.18474021__2.18279782	UniClust90_JKKHKAPH04722|1__9|SGB89408
SRR33750937.18475022__2.18280774	UniRef90_A0A1Q7GER2|1__5|SGB17587
SRR33750937.18476151__2.18281896	UniClust90_NOMIGGEC00876|1__9|SGB125949
SRR33750937.18475949__2.18281696	UniClust90_BGDHDLNA03258|1__14|SGB84075
SRR33750937.18476607__2.18282349	UniRef90_A0A345ZY02|1__11|SGB89408
SRR33750937.18477103__2.18282843	UniRef90_A0A1Q7S452|1__4|SGB17587
SRR33750937.18477845__2.18283579	UniRef90_A0A1Q7B6K8|1__6|SGB56640
SRR33750937.18478003__2.18283733	UniRef90_A0A2V5TNB9|1__7|SGB52719
SRR33750937.18478069__2.18283797	UniRef90_A0A1Q7BHY6|1__8|SGB56640
SRR33750937.18478142__2.18283869	UniRef90_A0A1Q7BHY6|1__8|SGB56640
SRR33750937.18479547__2.18285262	UniRef90_A0A2V8ITT8|1__3|SGB17587
SRR33750937.18480228__2.18285938	UniRef90_A0A2V8GUA8|1__7|SGB17587
SRR33750937.18480475__2.18286182	UniClust90_IPBGJNGD02251|1__7|SGB89408
SRR33750937.18480637__2.18286342	UniClust90_DBPJHLMP00235|1__12|SGB152360
SRR33750937.18481261__2.18286958	UniClust90_ENCMJEIO05768|1__18|SGB87004
SRR33750937.18481386__2.18287083	UniRef90_A0A1Q8B5P9|1__9|SGB17587
SRR33750937.18481430__2.18287127	UniRef90_A0A2V6DPD2|1__8|SGB22169
SRR33750937.18482170__2.18287856	UniClust90_IPBGJNGD01826|1__6|SGB89408
SRR33750937.18484163__2.18289839	UniClust90_CMJGEBLA03651|1__9|SGB89408
SRR33750937.18484785__2.18290456	UniClust90_APDPPGCO07713|1__7|SGB94026
SRR33750937.18485693__2.18291359	UniClust90_DJBDGBNB01297|1__5|SGB89725
SRR33750937.18485793__2.18291459	UniClust90_KEEKLILA01540|1__24|SGB124466
SRR33750937.18486097__2.18291763	UniRef90_A0A2V5L9X0|1__5|SGB52720
SRR33750937.18486582__2.18292243	UniClust90_MAPGAGMJ01319|4__9|SGB133334
SRR33750937.18487972__2.18293626	UniClust90_OJGLOKOM00748|1__6|SGB84075
SRR33750937.18488331__2.18293983	UniClust90_NHHHKJJE02731|1__12|SGB125949
SRR33750937.18489400__2.18295043	UniClust90_IMMCPGKG00187|1__10|SGB128778
SRR33750937.18492072__2.18297686	UniRef90_A0A2V5KI43|1__7|SGB52730
SRR33750937.18492279__2.18297893	UniClust90_GKIEPFMM02379|1__7|SGB165732
SRR33750937.18492667__2.18298277	UniClust90_CDCDKIIJ00096|1__9|SGB84331
SRR33750937.18493003__2.18298612	UniClust90_PIHLJOEE02377|1__7|SGB84075
SRR33750937.18493322__2.18298928	UniClust90_EJFOFLBH00638|1__12|SGB133091
SRR33750937.18494319__2.18299919	UniClust90_JOCPADDF00268|1__20|SGB82402
SRR33750937.18494853__2.18300450	UniClust90_AFLGNPJA00365|1__6|SGB122683
SRR33750937.18495127__2.18300723	UniClust90_JMJHPHJK01471|1__7|SGB134112
SRR33750937.18496132__2.18301720	UniClust90_KDDPKKIL02348|1__8|SGB128471
SRR33750937.18496146__2.18301734	UniClust90_NOMIGGEC00722|1__16|SGB125949
SRR33750937.18496278__2.18301862	UniRef90_A0A2V6JEK6|1__9|SGB52719
SRR33750937.18496446__2.18302026	UniClust90_CHDFPFHK03287|1__15|SGB82801
SRR33750937.18496787__2.18302364	UniClust90_AHIOBOCM01356|1__5|SGB56638
SRR33750937.18497939__2.18303505	UniClust90_EDNFDLAG02089|1__15|SGB84078
SRR33750937.18497951__2.18303516	UniClust90_EDNFDLAG02089|1__15|SGB84078
SRR33750937.18497378__2.18302952	UniClust90_ODHKCIBJ01401|1__5|SGB89423
SRR33750937.18501086__2.18306621	UniClust90_IPBGJNGD02237|1__13|SGB89408
SRR33750937.18501177__2.18306711	UniClust90_NECMKPAF04739|1__8|SGB89408
SRR33750937.18501690__2.18307220	UniClust90_KIHGAKFE01204|1__8|SGB128778
SRR33750937.18505194__2.18310694	UniClust90_PPJAIDOO01985|1__10|SGB84075
SRR33750937.18505295__2.18310795	UniClust90_EDNFDLAG02089|1__15|SGB84078
SRR33750937.18506336__2.18311826	UniRef90_A0A2V5YTW9|1__11|SGB52714
SRR33750937.18506996__2.18312482	UniClust90_EDNFDLAG00955|2__6|SGB84078
SRR33750937.18507025__2.18312510	UniClust90_NOMIGGEC01493|1__17|SGB125949
SRR33750937.18508249__2.18313727	UniClust90_DAODNPOA02748|2__11|SGB89725
SRR33750937.18508971__2.18314439	UniClust90_NOMIGGEC03429|1__10|SGB125949
SRR33750937.18510359__2.18315816	UniRef90_A0A2V5M5A1|1__20|SGB52717
SRR33750937.18510443__2.18315899	UniClust90_HJKNIEHA02993|3__8|SGB89408
SRR33750937.18510470__2.18315925	UniClust90_LDOGOBHG02341|10__19|SGB125634
SRR33750937.18510784__2.18316237	UniClust90_BHLGKCAN02232|1__6|SGB56640
SRR33750937.18512831__2.18318267	UniClust90_JKKHKAPH04168|1__7|SGB89408
SRR33750937.18512873__2.18318309	UniClust90_JKKHKAPH04168|1__7|SGB89408
SRR33750937.18514059__2.18319487	UniClust90_JJIPPMBI00978|1__9|SGB133090
SRR33750937.18515022__2.18320442	UniClust90_NOMIGGEC01921|1__15|SGB125949
SRR33750937.18514811__2.18320232	UniClust90_OPLEJCPF04736|1__13|SGB125949
SRR33750937.18516440__2.18321845	UniClust90_OIPOEBPA03914|1__5|SGB84075
SRR33750937.18518814__2.18324193	UniRef90_A0A2V5YQS6|1__8|SGB52714
SRR33750937.18519960__2.18325330	UniClust90_MAPGAGMJ01515|1__3|SGB133334
SRR33750937.18520225__2.18325594	UniClust90_KMEALJDO02085|1__7|SGB84078
SRR33750937.18521532__2.18326887	UniClust90_BGDHDLNA01428|1__5|SGB84075
SRR33750937.18521650__2.18327004	UniClust90_PKCJLHDA00360|1__9|SGB89408
SRR33750937.18522213__2.18327562	UniRef90_A0A1Q7BYJ8|5__8|SGB56638
SRR33750937.18523483__2.18328820	UniRef90_A0A2V5J986|3__8|SGB52720
SRR33750937.18525466__2.18330786	UniClust90_OPLEJCPF02018|1__11|SGB125949
SRR33750937.18526058__2.18331373	UniClust90_HFCMKNEI05080|1__16|SGB110999
SRR33750937.18526620__2.18331931	UniClust90_OJGLOKOM02885|1__5|SGB84075
SRR33750937.18526171__2.18331485	UniClust90_OOJLFJAP01027|1__6|SGB89423
SRR33750937.18527061__2.18332364	UniClust90_EDBNNBOB01175|1__5|SGB56640
SRR33750937.18527134__2.18332437	UniClust90_JBMBCDML00509|1__6|SGB89725
SRR33750937.18529097__2.18334389	UniClust90_EKCLMAKM04922|10__23|SGB89408
SRR33750937.18528984__2.18334276	UniClust90_GJBLDLDM02015|1__6|SGB89423
SRR33750937.18530292__2.18335578	UniClust90_AGJDNOHG01409|1__4|SGB89423
SRR33750937.18530074__2.18335360	UniClust90_EDNFDLAG01056|1__7|SGB84078
SRR33750937.18530379__2.18335663	UniClust90_MEABCEIN01476|1__16|SGB84078
SRR33750937.18532211__2.18337480	UniClust90_DJBDGBNB01291|1__3|SGB89725
SRR33750937.18532562__2.18337828	UniClust90_GBLMBOPO02263|7__12|SGB133090
SRR33750937.18533814__2.18339076	UniClust90_LLIEHLNH01141|5__12|SGB130007
SRR33750937.18536828__2.18342076	UniClust90_OEKPEMHO01704|1__22|SGB129874
SRR33750937.18536882__2.18342130	UniRef90_A0A2V8GXU6|1__8|SGB17587
SRR33750937.18538032__2.18343262	UniClust90_FNPCGKEP01516|1__6|SGB84078
SRR33750937.18538317__2.18343545	UniClust90_BOKHIPMC01250|1__8|SGB130007
SRR33750937.18538495__2.18343721	UniClust90_HGJNCPHJ04950|1__20|SGB125949
SRR33750937.18538605__2.18343831	UniClust90_HGJNCPHJ04950|1__20|SGB125949
SRR33750937.18539503__2.18344725	UniClust90_ICCKENGO03722|1__13|SGB89722
SRR33750937.18539978__2.18345195	UniRef90_A0A1Q7BHY6|1__8|SGB56640
SRR33750937.18540715__2.18345924	UniClust90_OKNLNMAL04662|1__13|SGB133129
SRR33750937.18541761__2.18346961	UniClust90_JBMBCDML01564|1__9|SGB89725
SRR33750937.18541870__2.18347070	UniClust90_GFFNGEKC01386|1__5|SGB56640
SRR33750937.18542269__2.18347467	UniClust90_DPJLILCC00136|1__18|SGB89725
SRR33750937.18543864__2.18349050	UniClust90_CGOBHFMA02697|1__11|SGB126057
SRR33750937.18543595__2.18348784	UniClust90_PKCJLHDA01121|11__16|SGB89408
SRR33750937.18544153__2.18349337	VDB|0019-0001-0-0000|MV367-c172-c0-c0
SRR33750937.18544625__2.18349805	UniClust90_EJFOFLBH01499|1__4|SGB133091
SRR33750937.18545899__2.18351065	UniClust90_KJNIOPKL03310|1__5|SGB56638
SRR33750937.18548965__2.18354098	UniClust90_CAGCLOCO01573|1__5|SGB89423
SRR33750937.18551717__2.18356828	UniClust90_LOGOHNGJ00612|1__13|SGB126057
SRR33750937.18553504__2.18358599	UniClust90_MFOHBBJG00049|1__6|SGB89423
SRR33750937.18554263__2.18359356	UniClust90_OPLEJCPF06182|1__21|SGB125949
SRR33750937.18554349__2.18359442	UniClust90_OJGLOKOM01601|1__7|SGB84075
SRR33750937.18554533__2.18359626	UniRef90_A0A2V8JD67|1__5|SGB17587
SRR33750937.18554366__2.18359459	UniClust90_EJAHAFID00079|1__7|SGB130007
SRR33750937.18556606__2.18361680	UniClust90_CHLBPEBB02122|1__15|SGB89725
SRR33750937.18556875__2.18361947	UniClust90_EOFGAKMC01069|1__12|SGB84075
SRR33750937.18559037__2.18364087	UniClust90_GPDICDPN01528|1__5|SGB89423
SRR33750937.18560012__2.18365052	UniClust90_DAPCNGMP01007|1__6|SGB133334
SRR33750937.18560261__2.18365299	UniClust90_CMHDMJOM04085|1__6|SGB56640
SRR33750937.18560950__2.18365980	UniClust90_NHHHKJJE03336|1__11|SGB125949
SRR33750937.18561730__2.18366752	UniClust90_KPGCMLFP01122|1__7|SGB89408
SRR33750937.18562036__2.18367057	UniClust90_NJNOLCPJ01552|1__6|SGB69553
SRR33750937.18562554__2.18367574	UniClust90_EMIDINFL06246|1__10|SGB73712
SRR33750937.18562502__2.18367522	UniClust90_FNPCGKEP04507|4__7|SGB84078
SRR33750937.18563470__2.18368485	UniClust90_JMFJJCJA02397|1__12|SGB130007
SRR33750937.18564371__2.18369382	UniClust90_BGDHDLNA00875|1__6|SGB84075
SRR33750937.18565019__2.18370022	VDB|0019-0001-0-0000|MV367-c172-c0-c0
SRR33750937.18568730__2.18373704	UniClust90_LLIEHLNH00026|1__10|SGB130007
SRR33750937.18569686__2.18374656	UniClust90_LEJLODHJ01330|2__5|SGB89423
SRR33750937.18570614__2.18375581	UniRef90_A0A0V8J353|6__12|SGB8287
SRR33750937.18571025__2.18375984	UniClust90_DPJLILCC01647|4__7|SGB89725
SRR33750937.18571303__2.18376259	UniRef90_A0A1Q7BEQ0|2__7|SGB56640
SRR33750937.18571676__2.18376630	UniClust90_NHHHKJJE01449|1__10|SGB125949
SRR33750937.18572311__2.18377262	UniClust90_PIHLJOEE04722|1__6|SGB84075
SRR33750937.18571731__2.18376684	UniRef90_A0A2V5U0U3|1__4|SGB52719
SRR33750937.18572785__2.18377733	UniRef90_A0A1Q8BCK0|1__4|SGB17587
SRR33750937.18573908__2.18378842	UniRef90_A0A1Q7B865|1__5|SGB56640
SRR33750937.18574122__2.18379056	UniClust90_IMMCPGKG01581|1__8|SGB128778
SRR33750937.18574102__2.18379036	UniClust90_LOGOHNGJ00612|1__13|SGB126057
SRR33750937.18575152__2.18380079	UniClust90_KIHGAKFE00306|1__7|SGB128778
SRR33750937.18575508__2.18380433	UniRef90_A0A2V8GUA8|1__7|SGB17587
SRR33750937.18575635__2.18380559	UniClust90_BOKHIPMC01022|1__5|SGB130007
SRR33750937.18576802__2.18381716	UniClust90_EKHBECAI04678|1__15|SGB84079
SRR33750937.18577231__2.18382141	UniClust90_EJAHAFID02739|1__11|SGB130007
SRR33750937.18578061__2.18382966	UniClust90_OCJAPFEA02361|1__9|SGB125949
SRR33750937.18578466__2.18383368	UniClust90_EDNFDLAG00955|2__6|SGB84078
SRR33750937.18580267__2.18385152	UniClust90_MDPECBFO00696|1__7|SGB73693
SRR33750937.18581062__2.18385943	UniClust90_KMEALJDO01923|1__7|SGB84078
SRR33750937.18581013__2.18385895	UniClust90_KMEALJDO01923|1__7|SGB84078
SRR33750937.18581025__2.18385907	UniClust90_EOFGAKMC01736|1__7|SGB84075
SRR33750937.18580897__2.18385780	UniClust90_DPJLILCC00535|1__15|SGB89725
SRR33750937.18584115__2.18388971	UniClust90_LJMOGHMP02379|1__8|SGB128778
SRR33750937.18584856__2.18389705	UniRef90_A0A2V8KZN3|2__6|SGB17587
SRR33750937.18585324__2.18390164	UniClust90_EOFGAKMC01436|1__12|SGB84075
SRR33750937.18585264__2.18390104	UniClust90_ALADKHLP01470|2__6|SGB89423
SRR33750937.18585274__2.18390114	UniClust90_NOMIGGEC03544|1__20|SGB125949
SRR33750937.18585300__2.18390140	UniClust90_EOFGAKMC01436|1__12|SGB84075
SRR33750937.18585206__2.18390048	UniClust90_ALADKHLP01470|2__6|SGB89423
SRR33750937.18585847__2.18390685	UniRef90_A0A1Q7BFX1|3__9|SGB56640
SRR33750937.18586584__2.18391421	UniClust90_PDECLNBG03755|1__21|SGB110802
SRR33750937.18589399__2.18394220	UniClust90_JKONEDMA00306|1__6|SGB130007
SRR33750937.18589800__2.18394614	UniRef90_A0A2V5LA24|7__11|SGB52720
SRR33750937.18590845__2.18395652	UniClust90_JMFJJCJA01908|1__5|SGB130007
SRR33750937.18590850__2.18395657	UniClust90_JMFJJCJA01908|1__5|SGB130007
SRR33750937.18591068__2.18395874	UniClust90_GLCCIAAD00891|1__4|SGB89423
SRR33750937.18591901__2.18396700	UniClust90_CHMIEHDJ00058|1__4|SGB56640
SRR33750937.18592615__2.18397407	UniClust90_PIHLJOEE00225|1__6|SGB84075
SRR33750937.18593270__2.18398059	UniRef90_A0A1Q8BEP8|1__9|SGB17587
SRR33750937.18593522__2.18398310	UniClust90_DEFNONOM02357|8__12|SGB56640
SRR33750937.18594111__2.18398898	UniClust90_HGAMACDH01313|1__12|SGB128778
SRR33750937.18599547__2.18404287	UniClust90_OCJAPFEA05725|1__11|SGB125949
SRR33750937.18600491__2.18405223	UniClust90_CMHDMJOM03877|1__8|SGB56640
SRR33750937.18601170__2.18405894	UniClust90_IOFPBIHC03176|1__8|SGB130007
SRR33750937.18601383__2.18406106	UniClust90_BGDHDLNA01063|1__10|SGB84075
SRR33750937.18601567__2.18406286	UniClust90_EBKBLHBP00589|1__6|SGB133090
SRR33750937.18603130__2.18407842	UniClust90_EJAHAFID00491|1__5|SGB130007
SRR33750937.18603169__2.18407880	UniClust90_LLIEHLNH02861|1__7|SGB130007
SRR33750937.18603578__2.18408287	UniClust90_JMFJJCJA04630|1__13|SGB130007
SRR33750937.18603807__2.18408513	UniClust90_GOONEHOM02946|1__11|SGB73712
SRR33750937.18604909__2.18409605	UniClust90_IOFPBIHC04358|1__11|SGB130007
SRR33750937.18607233__2.18411912	UniClust90_EDBNNBOB00820|1__5|SGB56640
SRR33750937.18607488__2.18412167	UniClust90_BOKHIPMC05211|1__6|SGB130007
SRR33750937.18605886__2.18410571	UniClust90_DIAGDOFC01951|1__13|SGB127197
SRR33750937.18608498__2.18413167	UniClust90_BKEMCFBC01127|1__9|SGB131913
SRR33750937.18608076__2.18412750	UniClust90_JMFJJCJA01374|1__6|SGB130007
SRR33750937.18610873__2.18415525	UniClust90_LLIEHLNH03288|1__6|SGB130007
SRR33750937.18610857__2.18415509	UniClust90_GJBLDLDM02199|1__6|SGB89423
SRR33750937.18610971__2.18415621	UniClust90_KPBPIMMN01462|1__8|SGB132736
SRR33750937.18611099__2.18415748	VDB|0052-004A-0-0000|MV133-c1345-c0-c5
SRR33750937.18611389__2.18416036	UniRef90_A0A1Q7B3E4|1__8|SGB56638
SRR33750937.18611638__2.18416283	UniRef90_A0A1Q7B6K8|1__6|SGB56640
SRR33750937.18613570__2.18418204	UniClust90_JKKHKAPH04852|1__7|SGB89408
SRR33750937.18614687__2.18419308	UniRef90_A0A317KCT0|1__5|SGB23743
SRR33750937.18615075__2.18419690	UniClust90_EOFGAKMC00667|1__12|SGB84075
SRR33750937.18617127__2.18421724	UniClust90_IAIHLEIB02381|1__19|SGB73699
SRR33750937.18616875__2.18421473	UniClust90_AOMEFECO01498|6__9|SGB133090
SRR33750937.18618457__2.18423041	UniClust90_IDPAEINK02220|1__4|SGB89725
SRR33750937.18619855__2.18424425	UniClust90_OCJAPFEA05725|1__11|SGB125949
SRR33750937.18620428__2.18424994	UniClust90_AOMEFECO00927|11__17|SGB133090
SRR33750937.18620766__2.18425331	UniClust90_FOJGPGMP00970|2__9|SGB133334
SRR33750937.18621057__2.18425622	UniRef90_A0A2V5MCK7|1__8|SGB52719
SRR33750937.18622233__2.18426787	UniClust90_EFBPFKCE02006|1__4|SGB122683
SRR33750937.18623410__2.18427954	UniClust90_PPJAIDOO03507|1__5|SGB84075
SRR33750937.18625188__2.18429714	UniClust90_OPLEJCPF02745|1__9|SGB125949
SRR33750937.18625634__2.18430157	UniClust90_OCJAPFEA01058|1__10|SGB125949
SRR33750937.18625660__2.18430183	UniClust90_HGFGGOBL00368|3__9|SGB84331
SRR33750937.18626674__2.18431186	UniClust90_FNPCGKEP05217|4__9|SGB84078
SRR33750937.18626982__2.18431490	UniRef90_A0A1Q8B7J7|1__7|SGB17587
SRR33750937.18626987__2.18431495	UniClust90_FNPCGKEP02888|2__9|SGB84078
SRR33750937.18627177__2.18431684	UniClust90_ENBABIAF00835|1__9|SGB128778
SRR33750937.18627550__2.18432054	UniClust90_CMJGEBLA02232|1__8|SGB89408
SRR33750937.18627240__2.18431747	UniRef90_A0A2V8L006|1__10|SGB17587
SRR33750937.18628221__2.18432720	UniClust90_JKONEDMA00373|1__6|SGB130007
SRR33750937.18628417__2.18432915	UniRef90_A0A1E2VZV5|1__7|SGB7711
SRR33750937.18628981__2.18433475	UniClust90_OIPOEBPA04106|1__8|SGB84075
SRR33750937.18630613__2.18435093	UniClust90_NIILFFCI00717|1__4|SGB89423
SRR33750937.18630643__2.18435123	UniClust90_BOKHIPMC01922|1__17|SGB130007
SRR33750937.18630882__2.18435361	UniClust90_OEKPEMHO02197|1__12|SGB129874
SRR33750937.18632379__2.18436848	UniRef90_A0A1Q7BK78|1__6|SGB56640
SRR33750937.18632235__2.18436706	UniClust90_PKCJLHDA02084|1__7|SGB89408
SRR33750937.18633341__2.18437801	UniClust90_OECKFAOL01866|1__5|SGB89423
SRR33750937.18634154__2.18438613	UniClust90_PIJGIFJB02288|1__4|SGB89423
SRR33750937.18635414__2.18439864	UniClust90_BHLGKCAN02368|1__5|SGB56640
SRR33750937.18636223__2.18440668	UniRef90_A0A2V5TH59|1__5|SGB52719
SRR33750937.18636604__2.18441044	UniClust90_PKCJLHDA00360|1__9|SGB89408
SRR33750937.18637425__2.18441857	UniClust90_MOPOFHCP03781|1__7|SGB89408
SRR33750937.18637427__2.18441859	UniRef90_A0A2V6GZJ4|1__4|SGB52717
SRR33750937.18638351__2.18442772	UniClust90_OJFAJFEC01800|1__3|SGB89423
SRR33750937.18639498__2.18443912	UniRef90_A0A2V5LAP2|1__6|SGB52719
SRR33750937.18640321__2.18444732	UniClust90_IDPAEINK00795|1__6|SGB89725
SRR33750937.18640833__2.18445237	UniRef90_A0A1Q7BS55|6__10|SGB56640
SRR33750937.18642334__2.18446729	UniClust90_BLJCNOIO01843|1__5|SGB52720
SRR33750937.18643251__2.18447637	UniClust90_ODALAGMH01223|1__5|SGB89423
SRR33750937.18643263__2.18447649	UniClust90_ODALAGMH01223|1__5|SGB89423
SRR33750937.18643783__2.18448162	UniClust90_OPIMDLOG01317|1__16|SGB132232
SRR33750937.18643697__2.18448077	VDB|0019-0001-0-0000|MV367-c172-c0-c0
SRR33750937.18644449__2.18448824	UniClust90_OPLEJCPF02745|1__9|SGB125949
SRR33750937.18647959__2.18452301	UniClust90_MEABCEIN01304|1__9|SGB84078
SRR33750937.18648163__2.18452502	UniClust90_AGJDNOHG01409|1__4|SGB89423
SRR33750937.18648501__2.18452837	UniClust90_OKKLJLOE01276|1__7|SGB184263
SRR33750937.18649690__2.18454016	UniRef90_UPI000D3C1E71|1__18|SGB31955
SRR33750937.18649763__2.18454089	UniClust90_DIBLBONP01237|1__4|SGB84078
SRR33750937.18650522__2.18454846	UniClust90_JKKHKAPH01688|1__20|SGB89408
SRR33750937.18651875__2.18456176	UniClust90_OPLEJCPF02255|1__8|SGB125949
SRR33750937.18651674__2.18455978	UniClust90_GEHFPKBH00024|1__14|SGB84075
SRR33750937.18652654__2.18456946	UniClust90_NHHHKJJE03539|1__8|SGB125949
SRR33750937.18652793__2.18457085	UniClust90_AOMEFECO00717|1__12|SGB133090
SRR33750937.18653653__2.18457935	UniClust90_ACCPOJFG00313|1__7|SGB56638
