SRR33750957.1655__1.1620	UniRef90_A0A2V6AUU0|1__6|SGB52714
SRR33750957.10279875__2.10169508	UniClust90_LACEKAON01093|1__14|SGB129874
SRR33750957.10281680__2.10171291	UniClust90_CHMIEHDJ00058|1__4|SGB56640
SRR33750957.10281962__2.10171565	UniClust90_AGBJGNAA00277|1__8|SGB74789
SRR33750957.10281693__2.10171304	UniClust90_GFFNGEKC01769|1__6|SGB56640
SRR33750957.10282724__2.10172316	VDB|0043-0016-0-0000|MV643-c1920-c0-c6
SRR33750957.10283632__2.10173212	UniClust90_DJBDGBNB01292|2__8|SGB89725
SRR33750957.10284263__2.10173836	UniRef90_A0A2V6J4S6|1__10|SGB52714
SRR33750957.10285261__2.10174826	UniClust90_CKKLCDJO00519|1__7|SGB127159
SRR33750957.10286922__2.10176470	UniClust90_IJHKGIGD01052|1__8|SGB128471
SRR33750957.10287182__2.10176728	UniClust90_JMFJJCJA04124|1__5|SGB130007
SRR33750957.10288516__2.10178053	UniClust90_IMMCPGKG00875|1__16|SGB128778
SRR33750957.10288569__2.10178106	UniClust90_NOMIGGEC00036|1__12|SGB125949
SRR33750957.10290557__2.10180070	UniClust90_BOKHIPMC05206|1__5|SGB130007
SRR33750957.10291229__2.10180737	UniRef90_UPI000BE402D2|1__6|SGB29115
SRR33750957.10291396__2.10180902	UniClust90_FNPCGKEP02384|1__7|SGB84078
SRR33750957.10291570__2.10181075	UniClust90_IDPAEINK02538|1__6|SGB89725
SRR33750957.10292631__2.10182128	UniClust90_DPJLILCC00535|1__15|SGB89725
SRR33750957.10293256__2.10182741	UniRef90_A0A2V5QXA7|1__4|SGB52721
SRR33750957.10294913__2.10184381	UniClust90_CHMIEHDJ00058|1__4|SGB56640
SRR33750957.10295548__2.10185006	UniClust90_EOFGAKMC00667|1__12|SGB84075
SRR33750957.10296967__2.10186411	UniClust90_IDPAEINK01984|1__13|SGB89725
SRR33750957.10297346__2.10186784	UniClust90_CJJELLGD00425|3__6|SGB84331
SRR33750957.10297440__2.10186878	UniClust90_CHLBPEBB01456|1__13|SGB89725
SRR33750957.10297744__2.10187178	UniClust90_OPLEJCPF05522|1__14|SGB125949
SRR33750957.10297708__2.10187142	UniClust90_EDBNNBOB01936|1__5|SGB56640
SRR33750957.10298372__2.10187803	UniClust90_CBDIOHJF04333|1__8|SGB89725
SRR33750957.10300530__2.10189939	UniClust90_BGDHDLNA04491|1__13|SGB84075
SRR33750957.10300733__2.10190140	UniClust90_PIHLJOEE00225|1__6|SGB84075
SRR33750957.10301764__2.10191154	UniClust90_BNOEINHM01419|1__4|SGB122683
SRR33750957.10303117__2.10192498	UniRef90_A0A2V8UB10|1__13|SGB54509
SRR33750957.10304291__2.10193660	UniClust90_JEKLGGBE00072|1__8|SGB126808
SRR33750957.10306820__2.10196164	UniClust90_ACJPLMAK00289|1__16|SGB55852
SRR33750957.10306978__2.10196322	UniRef90_A0A1Q7B556|3__8|SGB56640
SRR33750957.10307194__2.10196537	UniClust90_DIAGDOFC03220|1__11|SGB127197
SRR33750957.10307438__2.10196780	UniClust90_MADMLNLG01808|1__6|SGB89423
SRR33750957.10307664__2.10197004	UniClust90_ENBABIAF02241|1__8|SGB128778
SRR33750957.10308186__2.10197519	UniClust90_EDNFDLAG01056|1__7|SGB84078
SRR33750957.10308408__2.10197740	UniRef90_A0A0U1NTJ6|1__14|SGB7574
SRR33750957.10309094__2.10198419	UniRef90_A0A1C6R7W6|1__9|SGB16475
SRR33750957.10309115__2.10198440	UniClust90_EDFLJBLB01299|1__5|SGB130045
SRR33750957.10309201__2.10198526	UniClust90_DPBHOHBD02262|1__20|SGB126808
SRR33750957.10310167__2.10199485	UniRef90_A0A357CJ80|2__5|SGB133091
SRR33750957.10313354__2.10202632	UniClust90_DJBDGBNB01841|1__20|SGB89725
SRR33750957.10313436__2.10202714	UniClust90_GFFNGEKC02172|1__6|SGB56640
SRR33750957.10313943__2.10203216	UniClust90_OEKPEMHO02829|1__10|SGB129874
SRR33750957.10314984__2.10204248	UniClust90_DPJLILCC01391|1__9|SGB89725
SRR33750957.10316844__2.10206086	UniClust90_JHNMEHIJ02376|1__12|SGB56640
SRR33750957.10317579__2.10206815	UniClust90_DPJLILCC00751|1__9|SGB89725
SRR33750957.10318418__2.10207648	UniClust90_HNBLJKFC01396|6__15|SGB128778
SRR33750957.10322120__2.10211322	UniClust90_MAPGAGMJ00258|1__4|SGB133334
SRR33750957.10324839__2.10214015	UniClust90_PLNJEBMN00603|1__5|SGB133091
SRR33750957.10326173__2.10215329	UniClust90_LLEBNNCN05409|1__7|SGB130045
SRR33750957.10326455__2.10215611	UniClust90_CHLBPEBB01872|1__4|SGB89725
SRR33750957.10329806__2.10218922	UniClust90_JBMBCDML02521|1__6|SGB89725
SRR33750957.10330234__2.10219348	UniClust90_GEHFPKBH00350|1__7|SGB84075
SRR33750957.10330315__2.10219429	UniClust90_LLEBNNCN01690|3__6|SGB130045
SRR33750957.10334587__2.10223657	UniClust90_HGAMACDH01789|1__12|SGB128778
SRR33750957.10334889__2.10223955	UniClust90_HNBLJKFC00905|1__8|SGB128778
SRR33750957.10335405__2.10224466	UniClust90_BMEOLCHB05410|1__19|SGB73711
SRR33750957.10339159__2.10228191	UniClust90_HJKNIEHA04363|1__10|SGB89408
SRR33750957.10340097__2.10229122	UniClust90_DJBDGBNB03403|1__7|SGB89725
SRR33750957.10340724__2.10229744	UniClust90_GKIEPFMM02379|1__7|SGB165732
SRR33750957.10341779__2.10230791	VDB|0019-0001-0-0000|MV367-c172-c0-c0
SRR33750957.10342798__2.10231797	UniClust90_FABLHINO04485|1__6|SGB73718
SRR33750957.10344343__2.10233332	UniClust90_LLIEHLNH02655|1__7|SGB130007
SRR33750957.10344477__2.10233466	UniClust90_DHFBAFBN01186|1__13|SGB133121
SRR33750957.10345677__2.10234661	UniClust90_DBBCBONN03313|1__18|SGB126432
SRR33750957.10346014__2.10234998	UniClust90_DBMLCDNA02685|1__12|SGB130909
SRR33750957.10347162__2.10236135	UniRef90_A0A1Q8B3F2|1__6|SGB17587
SRR33750957.10346984__2.10235959	UniClust90_IBMDDACE00965|1__7|SGB128778
SRR33750957.10348088__2.10237057	UniClust90_CHLBPEBB02122|1__15|SGB89725
SRR33750957.10348856__2.10237814	UniClust90_IDPAEINK00632|8__11|SGB89725
SRR33750957.10349204__2.10238158	76775__genemark-CP033148.1-processed-gene-12.108-mRNA-1:cds_1229594:1231063__genemark-CP033148.1-processed-gene-12.108-mRNA-1:cds_1229594:1231063
SRR33750957.10349772__2.10238721	UniClust90_OGLMLKPI00924|1__6|SGB56638
SRR33750957.10349841__2.10238790	UniRef90_A0A2V6HE70|2__5|SGB52717
SRR33750957.10350647__2.10239591	UniClust90_ANDLCEDJ01036|1__4|SGB133091
SRR33750957.10350915__2.10239859	UniClust90_FGJPHCGC02931|1__13|SGB154097
SRR33750957.10352184__2.10241122	UniClust90_CGOBHFMA01874|1__13|SGB126057
SRR33750957.10352259__2.10241196	UniRef90_A0A1Q7B5C4|2__6|SGB56640
SRR33750957.10354606__2.10243522	UniClust90_OCJAPFEA01312|1__8|SGB125949
SRR33750957.10355463__2.10244370	UniRef90_A0A2V6ASM4|1__12|SGB52714
SRR33750957.10356463__2.10245358	UniClust90_PLNJEBMN00336|1__6|SGB133091
SRR33750957.10356128__2.10245024	UniClust90_CHLBPEBB02882|1__5|SGB89725
SRR33750957.10356641__2.10245536	UniClust90_OEKPEMHO00271|1__12|SGB129874
SRR33750957.10358664__2.10247545	UniClust90_DPLIHBNC01576|1__6|SGB89725
SRR33750957.10359095__2.10247971	UniClust90_GKIEPFMM02379|1__7|SGB165732
SRR33750957.10361764__2.10250620	UniRef90_A0A1Q7B6K8|1__6|SGB56640
SRR33750957.10361790__2.10250646	UniRef90_A0A1Q7B6K8|1__6|SGB56640
SRR33750957.10364290__2.10253127	UniRef90_A0A2V8KNA5|1__7|SGB17587
SRR33750957.10364504__2.10253336	UniClust90_CMJGEBLA00318|1__11|SGB89408
SRR33750957.10364768__2.10253591	UniClust90_EJAHAFID00708|1__11|SGB130007
SRR33750957.10365520__2.10254315	UniClust90_NHHHKJJE01123|1__8|SGB125949
SRR33750957.10366839__2.10255609	UniRef90_A0A1Q7B5A3|1__5|SGB56640
SRR33750957.10367500__2.10256266	UniClust90_BHLGKCAN02232|1__6|SGB56640
SRR33750957.10368127__2.10256889	UniClust90_DIBLBONP00999|4__7|SGB84078
SRR33750957.10368374__2.10257136	UniRef90_A0A2V6BTS7|1__4|SGB52721
SRR33750957.10369099__2.10257851	UniClust90_NKPIEAHC00812|1__8|SGB73645
SRR33750957.10369308__2.10258059	UniClust90_CKKLCDJO04285|1__11|SGB127159
SRR33750957.10369713__2.10258460	UniClust90_IJHKGIGD02339|1__8|SGB128471
SRR33750957.10370181__2.10258928	UniClust90_PEMFFBNE00475|1__8|SGB74789
SRR33750957.10370331__2.10259077	UniClust90_FNPCGKEP00622|5__10|SGB84078
SRR33750957.10371090__2.10259830	UniClust90_EJAHAFID01978|1__10|SGB130007
SRR33750957.10373016__2.10261740	UniClust90_OHKKNMDA01780|1__3|SGB122683
SRR33750957.10373605__2.10262324	UniClust90_PEODAMJP00362|1__14|SGB128471
SRR33750957.10373638__2.10262357	UniClust90_PEODAMJP00362|1__14|SGB128471
SRR33750957.10375081__2.10263788	UniRef90_A0A2V8KPJ5|1__6|SGB17587
SRR33750957.10376713__2.10265413	UniClust90_MGMMBNFB00891|1__6|SGB130045
SRR33750957.10377917__2.10266599	UniClust90_BKEMCFBC02123|1__7|SGB131913
SRR33750957.10379516__2.10268182	UniClust90_OALLKAFI03588|1__4|SGB84078
SRR33750957.10380637__2.10269294	UniClust90_GKIEPFMM02379|1__7|SGB165732
SRR33750957.10380750__2.10269406	UniClust90_DPLIHBNC00783|1__5|SGB89725
SRR33750957.10383183__2.10271826	UniClust90_PPJAIDOO02680|1__7|SGB84075
SRR33750957.10383598__2.10272236	UniRef90_A0A1Q7B621|1__9|SGB56640
SRR33750957.10384276__2.10272904	UniClust90_PEODAMJP00709|1__11|SGB128471
SRR33750957.10384780__2.10273402	UniRef90_A0A3E0GVG3|2__19|SGB23727
SRR33750957.10385244__2.10273862	UniClust90_BOAKGFPK03105|1__18|SGB130909
SRR33750957.10385229__2.10273847	UniClust90_JOBGHFKE03108|1__9|SGB128677
SRR33750957.10386540__2.10275140	UniClust90_GKIEPFMM02379|1__7|SGB165732
SRR33750957.10386326__2.10274929	UniClust90_OHMMNCEH01790|1__8|SGB173077
SRR33750957.10387664__2.10276253	UniClust90_OCJAPFEA01349|1__11|SGB125949
SRR33750957.10387726__2.10276314	UniRef90_A0A2V6V7Z3|3__7|SGB24072
SRR33750957.10388890__2.10277467	UniClust90_BOKHIPMC04551|1__10|SGB130007
SRR33750957.10389313__2.10277886	UniClust90_KIMNEABG01837|1__5|SGB131913
SRR33750957.10391155__2.10279707	UniClust90_OPLEJCPF05100|1__9|SGB125949
SRR33750957.10392940__2.10281474	UniClust90_AOMEFECO01297|3__10|SGB133090
SRR33750957.10393268__2.10281800	UniClust90_OJGLOKOM00925|1__10|SGB84075
SRR33750957.10393940__2.10282468	UniRef90_A0A1Q7S159|1__6|SGB17587
SRR33750957.10395260__2.10283779	UniClust90_EDNFDLAG00956|1__10|SGB84078
SRR33750957.10395628__2.10284144	UniRef90_UPI000519F02C|1__10|SGB166107
SRR33750957.10396304__2.10284813	UniRef90_A0A176Y8V9|1__10|SGB11302
SRR33750957.10397881__2.10286371	UniClust90_AHPFANAF01286|1__6|SGB133354
SRR33750957.10398632__2.10287114	UniClust90_IOFPBIHC01724|1__6|SGB130007
SRR33750957.10399606__2.10288083	UniRef90_A0A1Q7N4K3|1__8|SGB17587
SRR33750957.10401801__2.10290262	UniClust90_KDDPKKIL03280|1__8|SGB128471
SRR33750957.10402130__2.10290589	UniClust90_KIMNEABG00305|1__6|SGB131913
SRR33750957.10403001__2.10291453	UniClust90_BGDHDLNA04275|1__9|SGB84075
SRR33750957.10403917__2.10292362	UniRef90_A0A2V5L7X2|1__8|SGB52720
SRR33750957.10404115__2.10292560	VDB|0019-0001-0-0000|MV367-c172-c0-c0
SRR33750957.10405955__2.10294385	VDB|0019-0001-0-0000|MV367-c172-c0-c0
SRR33750957.10406242__2.10294672	UniClust90_IMMCPGKG00875|1__16|SGB128778
SRR33750957.10406940__2.10295365	UniClust90_PPJAIDOO03630|1__10|SGB84075
SRR33750957.10407080__2.10295503	UniClust90_KMEALJDO01892|1__4|SGB84078
SRR33750957.10407199__2.10295621	UniClust90_EDNFDLAG02086|1__6|SGB84078
SRR33750957.10407357__2.10295778	UniClust90_BNOEINHM01362|2__5|SGB122683
SRR33750957.10407579__2.10295997	UniClust90_JMFJJCJA00953|1__7|SGB130007
SRR33750957.10409470__2.10297866	UniClust90_EJAHAFID03224|1__13|SGB130007
SRR33750957.10409933__2.10298326	UniClust90_FFKMCEOB00850|7__13|SGB54456
SRR33750957.10410720__2.10299105	UniClust90_OHJKKNLJ02409|1__14|SGB54456
SRR33750957.10411419__2.10299797	UniClust90_OJGLOKOM00687|1__4|SGB84075
SRR33750957.10411474__2.10299852	UniClust90_OEKPEMHO02197|1__12|SGB129874
SRR33750957.10412544__2.10300914	UniRef90_A0A1Q7FLD3|1__4|SGB17587
SRR33750957.10414609__2.10302964	UniRef90_A0A1Q7BMJ0|2__5|SGB56640
SRR33750957.10414616__2.10302971	UniClust90_ALADKHLP00123|1__7|SGB89423
SRR33750957.10417141__2.10305471	UniClust90_ALPEOPJM01040|1__7|SGB84331
SRR33750957.10417238__2.10305568	UniRef90_A0A2V5TNB9|1__7|SGB52719
SRR33750957.10417650__2.10305974	UniClust90_IBMDDACE00099|1__12|SGB128778
SRR33750957.10417733__2.10306057	UniClust90_BGMDAEJF01766|1__6|SGB122526
SRR33750957.10418152__2.10306471	UniClust90_ODALAGMH01641|1__9|SGB89423
SRR33750957.10418420__2.10306738	UniRef90_A0A1Q7AXH8|1__9|SGB126014
SRR33750957.10418733__2.10307045	UniClust90_GBLMBOPO00473|1__6|SGB133090
SRR33750957.10419030__2.10307339	UniClust90_EDNFDLAG01406|1__3|SGB84078
SRR33750957.10419447__2.10307755	UniClust90_EDNFDLAG00956|1__10|SGB84078
SRR33750957.10420348__2.10308643	UniClust90_CEIBDEKO00925|1__10|SGB133121
SRR33750957.10420536__2.10308830	UniRef90_A0A1Q7B5A3|1__5|SGB56640
SRR33750957.10420601__2.10308894	UniRef90_A0A2V8H9E5|1__6|SGB17587
SRR33750957.10421037__2.10309327	VDB|0019-0001-0-0000|MV367-c172-c0-c0
SRR33750957.10421126__2.10309415	UniClust90_COPJCOGO04816|1__6|SGB56638
SRR33750957.10421606__2.10309893	UniClust90_KIMNEABG02651|1__6|SGB131913
SRR33750957.10421936__2.10310223	UniClust90_PIHLJOEE04125|1__4|SGB84075
SRR33750957.10422446__2.10310729	UniClust90_BOKHIPMC03200|1__15|SGB130007
SRR33750957.10423283__2.10311561	UniClust90_GCEPBNKN01992|5__10|SGB122683
SRR33750957.10424101__2.10312370	UniClust90_JHHAJKKH03768|1__15|SGB154096
SRR33750957.10424789__2.10313051	UniClust90_NOMIGGEC01874|1__9|SGB125949
SRR33750957.10425068__2.10313328	UniClust90_KMEALJDO01981|1__11|SGB84078
SRR33750957.10425564__2.10313822	UniClust90_PKNCJFOJ02657|16__22|SGB56640
SRR33750957.10427425__2.10315672	UniRef90_A0A1X1W1G0|1__3|SGB207601
SRR33750957.10427868__2.10316110	UniClust90_KDDPKKIL02842|1__8|SGB128471
SRR33750957.10428216__2.10316455	UniClust90_PPJAIDOO00834|1__7|SGB84075
SRR33750957.10428570__2.10316805	UniClust90_BGDHDLNA04491|1__13|SGB84075
SRR33750957.10429722__2.10317949	UniClust90_OALLKAFI02488|1__3|SGB84078
SRR33750957.10430706__2.10318921	VDB|0019-0001-0-0000|MV367-c172-c0-c0
SRR33750957.10430855__2.10319069	UniClust90_EJAHAFID02072|1__6|SGB130007
SRR33750957.10431332__2.10319540	UniClust90_GKIEPFMM02379|1__7|SGB165732
SRR33750957.10432084__2.10320286	UniClust90_BGDHDLNA01148|1__12|SGB84075
SRR33750957.10432153__2.10320353	UniRef90_A0A3N5RR47|9__13|SGB74789
SRR33750957.10432980__2.10321176	UniClust90_OJGLOKOM01700|1__15|SGB84075
SRR33750957.10433092__2.10321288	UniClust90_BOKHIPMC03200|1__15|SGB130007
SRR33750957.10433415__2.10321606	UniClust90_KDDPKKIL02422|1__8|SGB128471
SRR33750957.10434834__2.10323013	UniClust90_CJCGEBBP00414|1__15|SGB55930
SRR33750957.10435145__2.10323322	UniClust90_LEPCFMHG03982|4__12|SGB73693
SRR33750957.10435350__2.10323527	UniRef90_UPI00103B60B3|2__8|SGB34619
SRR33750957.10435951__2.10324124	UniClust90_OJGLOKOM02845|1__6|SGB84075
SRR33750957.10436364__2.10324533	UniClust90_LLIEHLNH02861|1__7|SGB130007
SRR33750957.10436476__2.10324644	UniRef90_A0A3D5DKK3|1__6|SGB130007
SRR33750957.10436861__2.10325027	UniClust90_BHLGKCAN00022|1__16|SGB56640
SRR33750957.10437152__2.10325318	UniClust90_IMMCPGKG00749|1__8|SGB128778
SRR33750957.10436592__2.10324759	UniClust90_GKIEPFMM02379|1__7|SGB165732
SRR33750957.10439974__2.10328111	UniClust90_ENBABIAF00308|1__9|SGB128778
SRR33750957.10440492__2.10328624	UniClust90_JBMBCDML02613|1__5|SGB89725
SRR33750957.10444053__2.10332142	UniRef90_A0A2V8J963|1__4|SGB17587
SRR33750957.10444249__2.10332337	UniClust90_IAFJOFII00833|1__13|SGB134112
SRR33750957.10445017__2.10333100	UniClust90_EDNFDLAG02089|1__15|SGB84078
SRR33750957.10446882__2.10334948	UniClust90_OEKPEMHO02014|1__9|SGB129874
SRR33750957.10447254__2.10335315	UniClust90_HJKNIEHA01150|1__9|SGB89408
SRR33750957.10448751__2.10336802	UniRef90_A0A2V6UYU6|1__8|SGB24062
SRR33750957.10449166__2.10337216	UniClust90_JKONEDMA02815|1__9|SGB130007
SRR33750957.10450937__2.10338973	UniClust90_AMDOLPBA02486|1__11|SGB73712
SRR33750957.10451313__2.10339345	UniClust90_EKCLMAKM02067|1__7|SGB89408
SRR33750957.10451329__2.10339361	UniClust90_EKCLMAKM02067|1__7|SGB89408
SRR33750957.10451357__2.10339388	UniRef90_A0A357CLP1|3__7|SGB133091
SRR33750957.10452819__2.10340838	UniRef90_A0A1Q7B700|3__6|SGB56638
SRR33750957.10452743__2.10340763	UniRef90_A0A1I2B7G9|1__10|SGB8289
SRR33750957.10453870__2.10341873	VDB|0019-0001-0-0000|MV367-c172-c0-c0
SRR33750957.10455029__2.10343022	UniRef90_UPI0004826404|1__6|SGB31987
SRR33750957.10454979__2.10342972	UniClust90_AKFNKKBB02719|1__14|SGB73712
SRR33750957.10456071__2.10344059	UniClust90_PIHLJOEE02563|1__7|SGB84075
SRR33750957.10456437__2.10344424	UniClust90_BGDHDLNA07468|1__6|SGB84075
SRR33750957.10456858__2.10344840	UniClust90_LMGIEGHF00476|1__24|SGB135184
SRR33750957.10457202__2.10345184	UniClust90_BGDHDLNA03258|1__14|SGB84075
SRR33750957.10457594__2.10345572	UniClust90_EEMCGFAP00941|1__20|SGB128685
SRR33750957.10459559__2.10347515	UniClust90_NHHHKJJE01626|1__13|SGB125949
SRR33750957.10459956__2.10347907	UniClust90_AOMEFECO00720|1__6|SGB133090
SRR33750957.10460052__2.10347999	UniClust90_AOMEFECO00720|1__6|SGB133090
SRR33750957.10460535__2.10348481	UniClust90_OIPOEBPA03914|1__5|SGB84075
SRR33750957.10460968__2.10348912	UniClust90_IDPAEINK01984|1__13|SGB89725
SRR33750957.10461383__2.10349325	UniClust90_PIHLJOEE02764|1__4|SGB84075
SRR33750957.10463661__2.10351574	UniClust90_JMFJJCJA01596|1__6|SGB130007
SRR33750957.10463690__2.10351603	UniClust90_JMFJJCJA01596|1__6|SGB130007
SRR33750957.10463794__2.10351706	UniClust90_DJBDGBNB02805|1__3|SGB89725
SRR33750957.10463845__2.10351756	UniClust90_DJBDGBNB02805|1__3|SGB89725
SRR33750957.10463904__2.10351814	UniRef90_A0A1Q7BH36|1__5|SGB56638
SRR33750957.10464394__2.10352297	UniClust90_EBKBLHBP00211|1__8|SGB133090
SRR33750957.10465850__2.10353745	UniRef90_A0A357CJ80|2__5|SGB133091
SRR33750957.10467868__2.10355747	UniClust90_HNBLJKFC02303|6__13|SGB128778
SRR33750957.10467877__2.10355756	UniRef90_A0A2V5VHY6|1__10|SGB52714
SRR33750957.10468335__2.10356206	VDB|0043-0016-0-0000|MV643-c1920-c0-c6
SRR33750957.10467372__2.10355254	UniClust90_CMJMOOAA02203|1__11|SGB89676
SRR33750957.10469332__2.10357192	UniClust90_ENBABIAF00038|1__9|SGB128778
SRR33750957.10470093__2.10357946	UniRef90_A0A2V7UBI2|1__10|SGB24060
SRR33750957.10470382__2.10358230	UniClust90_BGDHDLNA01948|1__5|SGB84075
SRR33750957.10470784__2.10358629	UniRef90_A0A1Q7BQQ4|1__5|SGB56640
SRR33750957.10471457__2.10359300	UniClust90_JBMBCDML01852|1__4|SGB89725
SRR33750957.10471695__2.10359536	UniRef90_A0A2V8KXH3|1__9|SGB17587
SRR33750957.10471294__2.10359138	UniClust90_HGJNCPHJ03635|1__9|SGB125949
SRR33750957.10471295__2.10359139	UniClust90_HGJNCPHJ03635|1__9|SGB125949
SRR33750957.10471896__2.10359737	UniClust90_OEKPEMHO03046|1__9|SGB129874
SRR33750957.10472505__2.10360337	UniClust90_CMHDMJOM02009|1__7|SGB56640
SRR33750957.10472586__2.10360418	UniClust90_PIHLJOEE02617|1__9|SGB84075
SRR33750957.10472834__2.10360666	UniClust90_PIHLJOEE01275|1__7|SGB84075
SRR33750957.10473450__2.10361277	UniClust90_IJHKGIGD02342|1__7|SGB128471
SRR33750957.10473436__2.10361263	UniClust90_GDJDPMJB00131|1__11|SGB98360
SRR33750957.10475285__2.10363096	UniClust90_HGJNCPHJ03485|1__9|SGB125949
SRR33750957.10475063__2.10362876	UniRef90_A0A2V6B3S6|1__5|SGB52714
SRR33750957.10476482__2.10364282	UniRef90_A0A1Q7GER2|1__5|SGB17587
SRR33750957.10476673__2.10364472	UniClust90_JMFJJCJA03494|1__9|SGB130007
SRR33750957.10477342__2.10365134	UniClust90_HNBLJKFC01732|1__13|SGB128778
SRR33750957.10480212__2.10367980	UniClust90_BGDHDLNA04275|1__9|SGB84075
SRR33750957.10481661__2.10369422	UniClust90_JHHAJKKH03068|1__16|SGB154096
SRR33750957.10482877__2.10370623	UniClust90_IOFPBIHC03763|1__9|SGB130007
SRR33750957.10483194__2.10370935	UniClust90_BOKHIPMC03200|1__15|SGB130007
SRR33750957.10483707__2.10371445	UniClust90_NOMIGGEC00806|1__14|SGB125949
SRR33750957.10484218__2.10371951	UniClust90_GICLLIGG02037|1__10|SGB130045
SRR33750957.10485002__2.10372723	UniClust90_PIHLJOEE04374|7__12|SGB84075
SRR33750957.10486593__2.10374301	VDB|0019-0001-0-0000|MV367-c172-c0-c0
SRR33750957.10487810__2.10375513	UniRef90_A0A0U1P286|1__16|SGB7574
SRR33750957.10488463__2.10376157	UniClust90_GAMHCBKM04717|1__5|SGB130045
SRR33750957.10488652__2.10376344	UniClust90_DPLIHBNC01179|1__5|SGB89725
SRR33750957.10489111__2.10376797	UniRef90_A0A2V5S1B4|3__7|SGB52719
SRR33750957.10490375__2.10378050	UniClust90_DBMLCDNA05574|1__18|SGB130909
SRR33750957.10490348__2.10378023	UniClust90_DBMLCDNA05574|1__18|SGB130909
SRR33750957.10490731__2.10378406	UniRef90_A0A2V6DMH2|1__9|SGB22169
SRR33750957.10491065__2.10378733	VDB|0052-004A-0-0000|MV133-c1345-c0-c5
SRR33750957.10491548__2.10379213	UniClust90_GKIEPFMM02379|1__7|SGB165732
SRR33750957.10491937__2.10379597	UniClust90_BOKHIPMC04470|1__5|SGB130007
SRR33750957.10493268__2.10380917	UniClust90_NJNOLCPJ01552|1__6|SGB69553
SRR33750957.10493479__2.10381127	UniClust90_MEABCEIN01476|1__16|SGB84078
SRR33750957.10493659__2.10381305	UniClust90_MEABCEIN01476|1__16|SGB84078
SRR33750957.10494085__2.10381727	UniClust90_OALLKAFI06042|1__12|SGB84078
SRR33750957.10496923__2.10384530	UniClust90_EDNFDLAG02784|1__7|SGB84078
SRR33750957.10497475__2.10385076	UniRef90_A0A2V6AUR0|1__11|SGB52714
SRR33750957.10498771__2.10386356	UniClust90_BDGBANDJ03110|1__7|SGB127159
SRR33750957.10499798__2.10387376	UniClust90_BDGBANDJ03110|1__7|SGB127159
SRR33750957.10500981__2.10388546	UniClust90_OPLEJCPF04706|1__9|SGB125949
SRR33750957.10500911__2.10388477	UniClust90_BGDHDLNA01952|1__4|SGB84075
SRR33750957.10501828__2.10389387	UniClust90_DAODNPOA01615|11__19|SGB89725
SRR33750957.10502317__2.10389871	UniClust90_IDABCFEM04722|1__14|SGB127500
SRR33750957.10502739__2.10390288	UniRef90_A0A1Q6WYK6|1__15|SGB52720
SRR33750957.10502977__2.10390524	UniClust90_IJHKGIGD01795|1__11|SGB128471
SRR33750957.10503097__2.10390644	UniClust90_PLNJEBMN00307|1__3|SGB133091
SRR33750957.10503965__2.10391504	UniClust90_LCIBFGAE01406|1__9|SGB127159
SRR33750957.10504775__2.10392299	UniClust90_LLIEHLNH00544|1__6|SGB130007
SRR33750957.10505378__2.10392898	UniClust90_DNHFNNMD01555|1__10|SGB130183
SRR33750957.10505541__2.10393057	UniClust90_MPGFLEJA03440|1__17|SGB110844
SRR33750957.10505614__2.10393129	UniClust90_BGDHDLNA04274|1__17|SGB84075
SRR33750957.10507039__2.10394548	UniClust90_OIPOEBPA03914|1__5|SGB84075
SRR33750957.10507405__2.10394911	UniClust90_BOAKGFPK02523|1__22|SGB130909
SRR33750957.10508663__2.10396154	UniClust90_JMFJJCJA00713|1__7|SGB130007
SRR33750957.10508819__2.10396309	UniClust90_IDPAEINK02219|1__4|SGB89725
SRR33750957.10508916__2.10396406	UniRef90_A0A1Q7B5E0|5__12|SGB56640
SRR33750957.10508713__2.10396204	UniClust90_BOKHIPMC01250|1__8|SGB130007
SRR33750957.10510301__2.10397781	UniClust90_PLNJEBMN01421|1__9|SGB133091
SRR33750957.10511874__2.10399340	UniClust90_CHMIEHDJ03578|4__8|SGB56640
SRR33750957.10513176__2.10400636	UniRef90_A0A2V8KXH3|1__9|SGB17587
SRR33750957.10513230__2.10400690	UniClust90_IOFPBIHC03144|1__11|SGB130007
SRR33750957.10513731__2.10401184	UniClust90_GMEAMNGB00937|1__7|SGB134112
SRR33750957.10515404__2.10402842	UniClust90_LJMOGHMP02000|1__7|SGB128778
SRR33750957.10515685__2.10403121	UniClust90_BGMDAEJF04316|3__6|SGB122526
SRR33750957.10515616__2.10403053	UniClust90_PPJAIDOO03506|1__6|SGB84075
