SRR33750934.1002__1.987	UniRef90_A0A1Q7B5C4|2__6|SGB56640
SRR33750934.15512687__2.15331589	UniClust90_CMJGEBLA02781|1__7|SGB89408
SRR33750934.15512855__2.15331756	UniClust90_BDNGBGFH02672|5__13|SGB125634
SRR33750934.15513466__2.15332355	UniClust90_DMCDKPDB02080|1__5|SGB89423
SRR33750934.15513641__2.15332526	UniClust90_DAPCNGMP01012|1__9|SGB133334
SRR33750934.15515469__2.15334332	UniClust90_JOMGGAEL01007|2__6|SGB74789
SRR33750934.15515455__2.15334319	UniClust90_LLIEHLNH00026|1__10|SGB130007
SRR33750934.15516912__2.15335762	UniClust90_ALPEOPJM00759|1__9|SGB84331
SRR33750934.15517559__2.15336402	UniClust90_KPGCMLFP03802|1__8|SGB89408
SRR33750934.15519340__2.15338159	UniClust90_IOFPBIHC03172|1__6|SGB130007
SRR33750934.15519723__2.15338539	UniClust90_ANKLIGBF00192|1__9|SGB133334
SRR33750934.15520163__2.15338973	UniClust90_CAGCLOCO01573|1__5|SGB89423
SRR33750934.15520423__2.15339230	UniClust90_NNEGPIJI00295|1__23|SGB127159
SRR33750934.15520376__2.15339184	UniClust90_AMOFFOJE02152|1__7|SGB133121
SRR33750934.15521035__2.15339835	UniClust90_HGFGGOBL01900|1__18|SGB84331
SRR33750934.15521107__2.15339906	UniClust90_KKIMMIEP03455|1__21|SGB131083
SRR33750934.15521080__2.15339879	UniClust90_OCJAPFEA06139|1__12|SGB125949
SRR33750934.15521052__2.15339852	UniClust90_OCJAPFEA06139|1__12|SGB125949
SRR33750934.15521506__2.15340302	UniClust90_CKAHGCJD01011|7__13|SGB89423
SRR33750934.15522278__2.15341063	UniClust90_NHHHKJJE03593|1__8|SGB125949
SRR33750934.15522711__2.15341490	UniClust90_EJAHAFID03661|1__11|SGB130007
SRR33750934.15522687__2.15341466	UniClust90_EJAHAFID03661|1__11|SGB130007
SRR33750934.15524378__2.15343143	UniRef90_A0A2V6JHR4|1__5|SGB52719
SRR33750934.15524365__2.15343130	UniClust90_EOFGAKMC01436|1__12|SGB84075
SRR33750934.15524419__2.15343184	UniRef90_A0A2V6JHR4|1__5|SGB52719
SRR33750934.15524420__2.15343185	UniRef90_A0A2H6B7R1|1__8|SGB13265
SRR33750934.15525172__2.15343922	UniClust90_CANGFCMM00730|1__6|SGB122683
SRR33750934.15525594__2.15344337	UniClust90_NHHHKJJE01409|1__11|SGB125949
SRR33750934.15526084__2.15344822	UniClust90_HGJNCPHJ02720|1__8|SGB125949
SRR33750934.15527091__2.15345820	UniClust90_EDNFDLAG02086|1__6|SGB84078
SRR33750934.15527458__2.15346186	UniClust90_LGBMFDOL01263|1__19|SGB129206
SRR33750934.15527769__2.15346495	UniClust90_GOONEHOM00285|1__12|SGB73712
SRR33750934.15529988__2.15348683	UniRef90_A0A2V5RD21|1__5|SGB52719
SRR33750934.15530014__2.15348709	UniClust90_GKIEPFMM02379|1__7|SGB165732
SRR33750934.15531084__2.15349775	UniRef90_A0A2V5SGK6|2__11|SGB52719
SRR33750934.15533171__2.15351837	UniClust90_CEIBDEKO01577|1__8|SGB133121
SRR33750934.15534225__2.15352881	UniRef90_B9XFN8|1__25|SGB8678
SRR33750934.15534376__2.15353031	UniClust90_BKEMCFBC02123|1__7|SGB131913
SRR33750934.15534706__2.15353359	UniClust90_PKCJLHDA00354|15__20|SGB89408
SRR33750934.15536718__2.15355354	UniClust90_IAFJOFII01326|1__7|SGB134112
SRR33750934.15536308__2.15354947	UniClust90_EGGMCINA01675|1__28|SGB131808
SRR33750934.15536900__2.15355533	UniClust90_AMOCLKLN02023|1__4|SGB122683
SRR33750934.15537435__2.15356064	UniClust90_HGFGGOBL01224|1__11|SGB84331
SRR33750934.15537754__2.15356378	UniRef90_A0A2V8KMI3|1__6|SGB17587
SRR33750934.15538591__2.15357207	UniClust90_AFLGNPJA03673|5__13|SGB122683
SRR33750934.15538770__2.15357385	UniRef90_A0A1Q7BBN8|1__6|SGB56640
SRR33750934.15539638__2.15358243	UniClust90_IIEDOAEF02864|1__16|SGB128218
SRR33750934.15540250__2.15358854	UniClust90_DPJLILCC01622|1__9|SGB89725
SRR33750934.15540821__2.15359413	UniRef90_J7VFG0|9__16|SGB12459
SRR33750934.15540873__2.15359465	UniClust90_OCJAPFEA02361|1__9|SGB125949
SRR33750934.15541347__2.15359933	UniClust90_IOFPBIHC04164|1__8|SGB130007
SRR33750934.15542747__2.15361317	UniClust90_DAODNPOA01419|1__5|SGB89725
SRR33750934.15543041__2.15361609	UniRef90_A0A1Q8B9A5|1__3|SGB17587
SRR33750934.15543625__2.15362185	UniRef90_A0A2V6B0L0|2__11|SGB52714
SRR33750934.15544001__2.15362560	UniClust90_LCIBFGAE02240|1__8|SGB127159
SRR33750934.15544861__2.15363411	UniClust90_HJKNIEHA01150|1__9|SGB89408
SRR33750934.15544874__2.15363424	UniClust90_HJKNIEHA01150|1__9|SGB89408
SRR33750934.15545466__2.15364013	UniRef90_A0A0R3L6V6|1__8|SGB11345
SRR33750934.15547834__2.15366353	UniClust90_EDNFDLAG02092|1__7|SGB84078
SRR33750934.15549699__2.15368184	UniClust90_ICLCAGBO03475|1__8|SGB131913
SRR33750934.15551346__2.15369818	UniClust90_CHLBPEBB02696|1__7|SGB89725
SRR33750934.15551132__2.15369604	UniRef90_A0A2V5JUW6|1__7|SGB52730
SRR33750934.15552895__2.15371344	UniClust90_DIBLBONP00786|2__6|SGB84078
SRR33750934.15554399__2.15372826	UniClust90_FKNELLKK00634|1__5|SGB122683
SRR33750934.15554807__2.15373230	UniClust90_HOPPLHLN02113|1__9|SGB128471
SRR33750934.15555382__2.15373800	UniClust90_CDKJHIMC04635|4__8|SGB31917
SRR33750934.15555636__2.15374051	UniClust90_JKKHKAPH04136|1__7|SGB89408
SRR33750934.15555823__2.15374235	UniClust90_CBNLCMFD00766|1__4|SGB74789
SRR33750934.15556041__2.15374451	UniClust90_LDOGOBHG00856|1__13|SGB125634
SRR33750934.15556849__2.15375243	UniRef90_A0A3D5DS77|2__6|SGB130007
SRR33750934.15557037__2.15375428	UniClust90_OPLEJCPF03046|1__11|SGB125949
SRR33750934.15558056__2.15376429	UniClust90_EDBNNBOB01009|1__5|SGB56640
SRR33750934.15559321__2.15377681	UniClust90_IDPAEINK00641|1__6|SGB89725
SRR33750934.15559582__2.15377938	UniClust90_BKIEHKJF02085|1__7|SGB131913
SRR33750934.15559676__2.15378032	UniClust90_OPLEJCPF00667|1__12|SGB125949
SRR33750934.15558575__2.15376939	UniClust90_GEHFPKBH01715|1__8|SGB84075
SRR33750934.15559765__2.15378119	UniClust90_DIBLBONP01456|1__7|SGB84078
SRR33750934.15560049__2.15378401	UniClust90_PKMOJOJK03224|1__5|SGB84078
SRR33750934.15560813__2.15379158	UniRef90_A0A1F8S2F8|1__7|SGB13257
SRR33750934.15561909__2.15380247	UniClust90_IOFPBIHC01165|1__8|SGB130007
SRR33750934.15561994__2.15380331	UniClust90_OLPPFLML00126|1__5|SGB74789
SRR33750934.15562389__2.15380720	UniClust90_LCIBFGAE02411|1__10|SGB127159
SRR33750934.15562983__2.15381304	UniClust90_BOKHIPMC05587|1__8|SGB130007
SRR33750934.15562827__2.15381150	UniClust90_GKIEPFMM02379|1__7|SGB165732
SRR33750934.15564452__2.15382757	UniClust90_CHMIEHDJ00800|1__7|SGB56640
SRR33750934.15564988__2.15383285	UniClust90_GEHFPKBH01438|1__8|SGB84075
SRR33750934.15565921__2.15384210	UniClust90_IOFPBIHC01412|1__9|SGB130007
SRR33750934.15566900__2.15385173	UniClust90_OCJAPFEA06139|1__12|SGB125949
SRR33750934.15566551__2.15384830	UniClust90_JKKHKAPH04527|1__12|SGB89408
SRR33750934.15567730__2.15385995	UniClust90_IPBGJNGD03179|1__10|SGB89408
SRR33750934.15568933__2.15387188	UniClust90_OAGJJAJI01200|1__6|SGB122683
SRR33750934.15568713__2.15386970	UniClust90_OBEJBAOE00255|1__20|SGB128218
SRR33750934.15570475__2.15388711	UniClust90_AGJDNOHG01547|1__5|SGB89423
SRR33750934.15570752__2.15388983	UniClust90_PKMOJOJK03870|1__6|SGB84078
SRR33750934.15571158__2.15389387	UniClust90_MDGCCGDH03367|2__7|SGB56640
SRR33750934.15571268__2.15389497	UniClust90_OCJAPFEA03112|1__16|SGB125949
SRR33750934.15571609__2.15389835	UniClust90_HGJNCPHJ01223|1__14|SGB125949
SRR33750934.15571639__2.15389864	UniClust90_HGJNCPHJ01223|1__14|SGB125949
SRR33750934.15572118__2.15390337	UniClust90_LLIEHLNH03552|2__10|SGB130007
SRR33750934.15572201__2.15390418	UniClust90_KPGCMLFP02027|2__11|SGB89408
SRR33750934.15572399__2.15390614	UniClust90_AMMJOKDD01926|4__13|SGB74780
SRR33750934.15572252__2.15390469	UniClust90_KPGCMLFP02027|2__11|SGB89408
SRR33750934.15573772__2.15391970	UniClust90_GBLMBOPO01512|1__4|SGB133090
SRR33750934.15575026__2.15393215	UniClust90_KMEALJDO00828|1__9|SGB84078
SRR33750934.15577475__2.15395637	UniClust90_LLIEHLNH03104|1__5|SGB130007
SRR33750934.15579002__2.15397143	UniClust90_LGBMFDOL01263|1__19|SGB129206
SRR33750934.15579760__2.15397897	UniClust90_IJHKGIGD01048|1__19|SGB128471
SRR33750934.15580288__2.15398419	UniClust90_JHHAJKKH02918|1__23|SGB154096
SRR33750934.15580274__2.15398406	UniClust90_DLOKBJPP00809|1__6|SGB131913
SRR33750934.15581917__2.15400033	UniClust90_PKCJLHDA01307|1__12|SGB89408
SRR33750934.15582568__2.15400680	UniClust90_EAKADGJF00684|2__5|SGB131926
SRR33750934.15585229__2.15403316	UniClust90_ECOHMLGB00268|7__13|SGB56640
SRR33750934.15586888__2.15404954	UniClust90_FNPCGKEP01980|1__8|SGB84078
SRR33750934.15587339__2.15405403	UniClust90_JMFJJCJA00713|1__7|SGB130007
SRR33750934.15591218__2.15409239	UniClust90_PLNJEBMN00501|5__8|SGB133091
SRR33750934.15592282__2.15410295	UniClust90_GNADLFLM04121|1__21|SGB126432
SRR33750934.15592325__2.15410338	UniClust90_HGJNCPHJ00708|1__9|SGB125949
SRR33750934.15592848__2.15410857	UniClust90_IOFPBIHC01412|1__9|SGB130007
SRR33750934.15593160__2.15411167	UniRef90_A0A2V8H410|2__5|SGB17587
SRR33750934.15593405__2.15411410	UniClust90_EDNFDLAG01708|2__7|SGB84078
SRR33750934.15593772__2.15411774	VDB|0019-0001-0-0000|MV367-c172-c0-c0
SRR33750934.15594530__2.15412518	UniClust90_CMHDMJOM01131|4__9|SGB56640
SRR33750934.15594654__2.15412642	UniClust90_IMMCPGKG00746|1__12|SGB128778
SRR33750934.15594865__2.15412851	UniClust90_GHPEAIPC04062|1__8|SGB130183
SRR33750934.15595017__2.15413001	UniClust90_HOPPLHLN00150|1__9|SGB128471
SRR33750934.15595626__2.15413596	VDB|0019-0001-0-0000|MV367-c172-c0-c0
SRR33750934.15596134__2.15414099	UniClust90_PKMOJOJK03224|1__5|SGB84078
SRR33750934.15596554__2.15414516	UniClust90_LLHLEBOE01853|1__9|SGB89423
SRR33750934.15599514__2.15417445	UniRef90_A0A2A8S691|1__8|SGB7708
SRR33750934.15600859__2.15418777	UniClust90_GIMAHFHH02073|1__9|SGB89408
SRR33750934.15603362__2.15421254	UniClust90_FNPCGKEP04026|1__4|SGB84078
SRR33750934.15603985__2.15421870	UniClust90_BOKHIPMC01922|1__17|SGB130007
SRR33750934.15603380__2.15421272	UniClust90_EJFOFLBH00638|1__12|SGB133091
SRR33750934.15604194__2.15422078	UniClust90_OAHKOOFD02153|2__16|SGB122526
SRR33750934.15605208__2.15423082	UniClust90_NOMIGGEC03977|1__9|SGB125949
SRR33750934.15605195__2.15423069	UniClust90_EDNFDLAG00321|6__16|SGB84078
SRR33750934.15605410__2.15423282	UniClust90_OBEJBAOE00410|3__12|SGB128218
SRR33750934.15605681__2.15423551	UniClust90_NOMIGGEC01663|1__12|SGB125949
SRR33750934.15607343__2.15425202	UniRef90_A0A1Q7BT39|1__6|SGB56640
SRR33750934.15607346__2.15425205	UniClust90_GJEIHIOJ03213|1__4|SGB122526
SRR33750934.15607411__2.15425269	UniClust90_HJKNIEHA03332|1__7|SGB89408
SRR33750934.15607940__2.15425791	UniClust90_JKONEDMA00306|1__6|SGB130007
SRR33750934.15608054__2.15425903	UniClust90_LEJLODHJ01556|1__9|SGB89423
SRR33750934.15608615__2.15426459	UniClust90_EHIAFBHG00455|1__9|SGB128778
SRR33750934.15610143__2.15427974	UniClust90_GJKGAANJ02614|1__8|SGB74782
SRR33750934.15611310__2.15429130	UniClust90_OJGLOKOM00757|1__6|SGB84075
SRR33750934.15612405__2.15430210	UniRef90_A0A2V6B703|1__13|SGB52714
SRR33750934.15613555__2.15431352	UniClust90_AGBJGNAA00277|1__8|SGB74789
SRR33750934.15616505__2.15434277	UniClust90_OJGLOKOM01601|1__7|SGB84075
SRR33750934.15615743__2.15433519	UniClust90_FECOCFCC02654|1__13|SGB128987
SRR33750934.15616780__2.15434547	UniClust90_CKIMIKLI02120|1__14|SGB133129
SRR33750934.15617044__2.15434808	UniClust90_FOJGPGMP00843|1__6|SGB133334
SRR33750934.15617904__2.15435661	UniClust90_EJAHAFID00409|1__6|SGB130007
SRR33750934.15618003__2.15435760	UniClust90_LLIEHLNH01635|1__5|SGB130007
SRR33750934.15617162__2.15434926	UniClust90_PKMOJOJK00953|4__11|SGB84078
SRR33750934.15618412__2.15436165	UniClust90_ECOHMLGB02482|1__10|SGB56640
SRR33750934.15620260__2.15437993	UniClust90_NHHHKJJE03506|1__9|SGB125949
SRR33750934.15620765__2.15438495	UniClust90_LLHLEBOE01853|1__9|SGB89423
SRR33750934.15620985__2.15438712	UniRef90_UPI00047FE665|1__11|SGB31990
SRR33750934.15621915__2.15439629	UniRef90_A0A1Q7B5P0|1__4|SGB56640
SRR33750934.15621958__2.15439671	UniClust90_OALLKAFI02340|4__8|SGB84078
SRR33750934.15622114__2.15439824	UniClust90_JEHCBLFF00956|1__4|SGB74789
SRR33750934.15623680__2.15441380	UniClust90_EKCLMAKM04097|1__10|SGB89408
SRR33750934.15624424__2.15442114	UniClust90_BOKHIPMC03538|1__5|SGB130007
SRR33750934.15624752__2.15442440	UniClust90_BOKHIPMC03538|1__5|SGB130007
SRR33750934.15625142__2.15442825	UniClust90_MEABCEIN01411|1__6|SGB84078
SRR33750934.15625535__2.15443215	UniRef90_A0A2V5LJN4|1__4|SGB52719
SRR33750934.15626950__2.15444613	UniRef90_UPI00062B9DD0|1__15|SGB31869
SRR33750934.15627107__2.15444769	UniClust90_HNBLJKFC00008|1__9|SGB128778
SRR33750934.15627178__2.15444839	UniRef90_UPI00062B9DD0|1__15|SGB31869
SRR33750934.15628224__2.15445878	UniClust90_PPJAIDOO00039|1__7|SGB84075
SRR33750934.15629388__2.15447025	UniClust90_OCJAPFEA01349|1__11|SGB125949
SRR33750934.15630551__2.15448178	UniClust90_GEHFPKBH00122|1__8|SGB84075
SRR33750934.15631469__2.15449089	UniClust90_DLOKBJPP01542|1__7|SGB131913
SRR33750934.15631904__2.15449515	UniRef90_A0A2V6ASM4|1__12|SGB52714
SRR33750934.15632505__2.15450112	UniClust90_NECMKPAF02114|1__23|SGB89408
SRR33750934.15632975__2.15450579	UniClust90_PKMOJOJK02584|1__7|SGB84078
SRR33750934.15632822__2.15450426	UniRef90_UPI000710C236|1__15|SGB154111
SRR33750934.15634185__2.15451774	UniClust90_HGJNCPHJ01683|1__9|SGB125949
SRR33750934.15636474__2.15454046	UniClust90_HDDMLDIO00843|1__6|SGB74789
SRR33750934.15635894__2.15453472	UniClust90_OCJAPFEA00132|1__8|SGB125949
SRR33750934.15636486__2.15454058	UniClust90_PKNCJFOJ01298|1__5|SGB56640
SRR33750934.15636658__2.15454228	UniClust90_LLIEHLNH00026|1__10|SGB130007
SRR33750934.15636783__2.15454352	UniClust90_IOFPBIHC03175|1__5|SGB130007
SRR33750934.15641110__2.15458627	UniClust90_LLIEHLNH02010|1__5|SGB130007
SRR33750934.15641771__2.15459285	UniClust90_JMFJJCJA01374|1__6|SGB130007
SRR33750934.15641758__2.15459272	UniClust90_EJAHAFID04905|1__11|SGB130007
SRR33750934.15641766__2.15459280	UniClust90_JMFJJCJA01374|1__6|SGB130007
SRR33750934.15642117__2.15459626	UniRef90_A0A023CSM8|1__19|SGB82686
SRR33750934.15642138__2.15459647	VDB|0019-0001-0-0000|MV367-c172-c0-c0
SRR33750934.15642682__2.15460188	UniClust90_GKIEPFMM02379|1__7|SGB165732
SRR33750934.15642522__2.15460028	UniClust90_PIHLJOEE02285|1__5|SGB84075
SRR33750934.15647895__2.15465335	UniClust90_NOMIGGEC00722|1__16|SGB125949
SRR33750934.15647899__2.15465339	VDB|0019-0001-0-0000|MV367-c172-c0-c0
SRR33750934.15649877__2.15467294	UniClust90_HJKNIEHA03332|1__7|SGB89408
SRR33750934.15649928__2.15467345	UniClust90_ECOHMLGB01307|5__10|SGB56640
SRR33750934.15650739__2.15468146	UniClust90_EDNFDLAG02092|1__7|SGB84078
SRR33750934.15652187__2.15469576	UniClust90_LLIEHLNH02640|1__5|SGB130007
SRR33750934.15652456__2.15469845	UniClust90_OCJAPFEA03112|1__16|SGB125949
SRR33750934.15654853__2.15472215	UniClust90_EIAMMEDP00330|1__5|SGB74789
SRR33750934.15655163__2.15472523	UniRef90_A0A2V5M5A1|1__20|SGB52717
SRR33750934.15655805__2.15473158	UniClust90_HJKNIEHA04363|1__10|SGB89408
SRR33750934.15656308__2.15473655	UniClust90_LJMOGHMP00393|1__8|SGB128778
SRR33750934.15656657__2.15474000	UniClust90_HGJNCPHJ04504|1__8|SGB125949
SRR33750934.15656930__2.15474268	UniRef90_A0A2V8LCE5|1__4|SGB17587
SRR33750934.15656974__2.15474312	UniRef90_A0A2V8LCE5|1__4|SGB17587
SRR33750934.15656749__2.15474091	UniClust90_EKCLMAKM02119|1__8|SGB89408
SRR33750934.15657277__2.15474614	UniRef90_A0A1Q7FJT2|1__5|SGB52704
SRR33750934.15657920__2.15475252	UniRef90_A0A2V6DMF8|1__23|SGB22169
SRR33750934.15657689__2.15475024	UniClust90_JKKHKAPH03292|2__8|SGB89408
SRR33750934.15658260__2.15475591	UniClust90_OKNLNMAL02402|1__13|SGB133129
SRR33750934.15659903__2.15477218	UniClust90_IBNNDEFK01222|1__7|SGB89408
SRR33750934.15660195__2.15477509	UniClust90_EOFGAKMC01436|1__12|SGB84075
SRR33750934.15661922__2.15479217	UniClust90_FNPCGKEP04090|1__6|SGB84078
SRR33750934.15662090__2.15479381	UniClust90_OALLKAFI02536|2__7|SGB84078
SRR33750934.15662409__2.15479693	UniRef90_A0A0R3N1U9|1__8|SGB11343
SRR33750934.15662659__2.15479940	UniClust90_DJFHEFAJ01887|1__3|SGB89423
SRR33750934.15663079__2.15480356	UniClust90_DPLIHBNC00784|1__9|SGB89725
SRR33750934.15662963__2.15480241	UniClust90_PKNCJFOJ04636|1__9|SGB56640
SRR33750934.15663655__2.15480926	UniRef90_A0A1Q8B9C7|1__6|SGB17587
SRR33750934.15664348__2.15481608	UniClust90_FECOCFCC01781|1__28|SGB128987
SRR33750934.15664808__2.15482067	UniClust90_ADGGMJFC00353|1__11|SGB74789
SRR33750934.15668785__2.15486012	UniClust90_PPJAIDOO02958|1__8|SGB84075
SRR33750934.15671735__2.15488934	UniClust90_JKONEDMA03021|1__6|SGB130007
SRR33750934.15671992__2.15489191	UniClust90_KOJPNKHF01020|1__8|SGB125699
SRR33750934.15671676__2.15488875	UniClust90_HDDMLDIO00843|1__6|SGB74789
SRR33750934.15672631__2.15489823	UniClust90_GMGIGFBN01846|1__12|SGB128987
SRR33750934.15672805__2.15489995	UniClust90_LMDKLCGO03434|4__11|SGB131926
SRR33750934.15674154__2.15491333	UniRef90_A0A2V6HJT8|1__11|SGB84331
SRR33750934.15675491__2.15492656	UniClust90_PKMOJOJK03472|1__9|SGB84078
SRR33750934.15676920__2.15494079	UniClust90_EDNFDLAG00014|1__6|SGB84078
SRR33750934.15676930__2.15494089	UniClust90_EDNFDLAG00014|1__6|SGB84078
SRR33750934.15677028__2.15494187	UniClust90_EKCLMAKM00799|1__10|SGB89408
SRR33750934.15677645__2.15494798	UniRef90_A0A1Q7BDI5|1__10|SGB56640
SRR33750934.15679143__2.15496279	UniClust90_LCIBFGAE02834|1__7|SGB127159
SRR33750934.15680671__2.15497796	UniClust90_DLOKBJPP00081|1__8|SGB131913
SRR33750934.15680522__2.15497648	UniClust90_OOJDGJFL00994|1__11|SGB74789
SRR33750934.15681042__2.15498165	UniClust90_CMJGEBLA02232|1__8|SGB89408
SRR33750934.15681649__2.15498766	UniRef90_A0A2V5RUC7|1__5|SGB52719
SRR33750934.15681955__2.15499070	UniClust90_JHNMEHIJ03596|2__6|SGB56640
SRR33750934.15682647__2.15499754	UniClust90_OFJJKHAK02843|1__6|SGB84078
SRR33750934.15683013__2.15500117	UniClust90_IOFPBIHC01411|1__6|SGB130007
SRR33750934.15686082__2.15503164	UniClust90_OAHKOOFD03158|2__5|SGB122526
SRR33750934.15686203__2.15503281	UniClust90_PLNJEBMN01986|1__6|SGB133091
SRR33750934.15686300__2.15503377	UniClust90_OCJAPFEA05580|1__8|SGB125949
SRR33750934.15686338__2.15503414	UniClust90_DCJCBMEC03645|1__5|SGB122526
SRR33750934.15687107__2.15504177	UniClust90_NOMIGGEC01820|1__15|SGB125949
SRR33750934.15688589__2.15505648	UniClust90_MEABCEIN01476|1__16|SGB84078
SRR33750934.15689072__2.15506127	UniClust90_EDNFDLAG00834|1__5|SGB84078
SRR33750934.15689181__2.15506235	UniClust90_EJAHAFID02924|1__9|SGB130007
SRR33750934.15689277__2.15506329	UniClust90_CJALJAMN01738|1__5|SGB125628
SRR33750934.15690022__2.15507060	UniClust90_IGKPANEM01128|1__16|SGB128987
SRR33750934.15689746__2.15506788	UniClust90_OHDNDPPA02986|1__9|SGB128685
SRR33750934.15691159__2.15508189	UniClust90_GNADLFLM03736|1__28|SGB126432
SRR33750934.15691702__2.15508725	UniClust90_IDPAEINK00795|1__6|SGB89725
SRR33750934.15691494__2.15508520	UniClust90_OIPOEBPA04899|1__9|SGB84075
SRR33750934.15692669__2.15509688	UniClust90_OFJJKHAK00488|1__5|SGB84078
SRR33750934.15694344__2.15511350	UniClust90_KIMNEABG01814|1__8|SGB131913
SRR33750934.15695259__2.15512255	UniClust90_NJGLCGCL00688|1__3|SGB122683
SRR33750934.15695345__2.15512341	UniRef90_A0A2V5JQF0|1__3|SGB52720
SRR33750934.15695812__2.15512799	UniClust90_OJGLOKOM00749|1__5|SGB84075
SRR33750934.15695882__2.15512867	UniClust90_DMCDKPDB00905|1__7|SGB89423
SRR33750934.15695150__2.15512146	UniClust90_CJJELLGD00872|1__7|SGB84331
SRR33750934.15696383__2.15513359	UniClust90_HJJKGIDI01953|1__4|SGB130045
SRR33750934.15697261__2.15514222	UniClust90_DHFBAFBN01589|1__12|SGB133121
SRR33750934.15698142__2.15515095	UniClust90_FNPCGKEP01516|1__6|SGB84078
SRR33750934.15698521__2.15515468	UniClust90_EJAHAFID01095|1__8|SGB130007
SRR33750934.15700159__2.15517094	UniClust90_EKCLMAKM04922|1__8|SGB89408
SRR33750934.15700561__2.15517493	UniClust90_FNPCGKEP00622|14__24|SGB84078
SRR33750934.15701776__2.15518703	UniClust90_CHMIEHDJ01175|1__8|SGB56640
SRR33750934.15703062__2.15519978	UniClust90_OCJAPFEA04719|1__9|SGB125949
SRR33750934.15702868__2.15519787	UniClust90_NECMKPAF04739|1__8|SGB89408
SRR33750934.15703371__2.15520282	UniClust90_CMJGEBLA00092|1__8|SGB89408
SRR33750934.15703887__2.15520791	UniClust90_KIMNEABG01104|1__5|SGB131913
SRR33750934.15703786__2.15520691	UniClust90_NFEHNLLP01224|1__13|SGB184291
SRR33750934.15704630__2.15521529	UniClust90_HILPDHMC01600|1__6|SGB74789
SRR33750934.15704890__2.15521786	UniClust90_LFEPKMFP02060|1__20|SGB129139
SRR33750934.15705321__2.15522212	UniClust90_PLNJEBMN00600|1__5|SGB133091
SRR33750934.15706524__2.15523407	UniClust90_HGJNCPHJ04543|1__11|SGB125949
SRR33750934.15707476__2.15524344	UniClust90_LELKOFBI01448|5__11|SGB86721
SRR33750934.15709241__2.15526096	UniClust90_BGDHDLNA04617|1__7|SGB84075
SRR33750934.15709594__2.15526446	UniRef90_A0A2V8KBD9|1__9|SGB17587
SRR33750934.15709685__2.15526537	UniClust90_FNPCGKEP01519|1__5|SGB84078
SRR33750934.15711564__2.15528402	UniClust90_OPLEJCPF04122|1__10|SGB125949
SRR33750934.15711922__2.15528756	UniClust90_PLCOEDNE01312|1__12|SGB125699
SRR33750934.15712772__2.15529601	UniClust90_BKEMCFBC02975|1__5|SGB131913
SRR33750934.15714881__2.15531697	UniClust90_EDNFDLAG00321|6__16|SGB84078
SRR33750934.15715905__2.15532711	UniClust90_PKCJLHDA00360|1__9|SGB89408
SRR33750934.15716101__2.15532906	UniClust90_KDDPKKIL02181|1__8|SGB128471
SRR33750934.15717337__2.15534132	UniClust90_BOKHIPMC04272|1__7|SGB130007
SRR33750934.15717350__2.15534144	UniClust90_BOKHIPMC05538|1__12|SGB130007
SRR33750934.15717385__2.15534178	UniClust90_LLIEHLNH02423|1__9|SGB130007
SRR33750934.15718928__2.15535709	UniRef90_A0A1Q7B562|1__6|SGB56640
SRR33750934.15719789__2.15536561	UniClust90_LLIEHLNH03282|1__7|SGB130007
SRR33750934.15719921__2.15536692	UniClust90_JMFJJCJA04630|1__13|SGB130007
SRR33750934.15722589__2.15539338	UniClust90_GJEIHIOJ03212|1__5|SGB122526
SRR33750934.15723432__2.15540176	UniClust90_BOKHIPMC01922|1__17|SGB130007
SRR33750934.15724348__2.15541087	UniClust90_DPJLILCC00136|1__18|SGB89725
SRR33750934.15726060__2.15542786	UniClust90_BGDHDLNA01150|1__9|SGB84075
SRR33750934.15726177__2.15542901	UniRef90_A0A1Q7B6K8|1__6|SGB56640
SRR33750934.15726278__2.15543002	UniClust90_IOFPBIHC03293|1__8|SGB130007
SRR33750934.15726343__2.15543067	UniClust90_IOFPBIHC02046|1__12|SGB130007
SRR33750934.15726849__2.15543570	UniClust90_EJKKHENI02884|1__8|SGB130045
SRR33750934.15728398__2.15545106	UniClust90_OCCAFAEL00099|1__5|SGB74789
SRR33750934.15728850__2.15545553	UniClust90_EKCLMAKM04919|2__8|SGB89408
SRR33750934.15729387__2.15546089	UniClust90_EMAEKJAG02331|1__9|SGB128987
SRR33750934.15730263__2.15546959	UniClust90_MKPDLIIB02020|1__8|SGB131913
